label,new_file,source_file,channels,seed
3D-Printed Part,3D-Printed Part_022.csv,3D-Printed Part_016.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_023.csv,3D-Printed Part_088.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_024.csv,3D-Printed Part_043.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_025.csv,3D-Printed Part_006.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_026.csv,3D-Printed Part_022.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_027.csv,3D-Printed Part_100.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_028.csv,3D-Printed Part_071.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_029.csv,3D-Printed Part_082.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_030.csv,3D-Printed Part_094.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_031.csv,3D-Printed Part_014.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_032.csv,3D-Printed Part_079.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_033.csv,3D-Printed Part_085.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_034.csv,3D-Printed Part_044.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_035.csv,3D-Printed Part_076.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_036.csv,3D-Printed Part_034.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_037.csv,3D-Printed Part_021.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_038.csv,3D-Printed Part_099.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_039.csv,3D-Printed Part_025.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_040.csv,3D-Printed Part_073.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_041.csv,3D-Printed Part_020.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_042.csv,3D-Printed Part_095.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_043.csv,3D-Printed Part_001.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_044.csv,3D-Printed Part_091.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_045.csv,3D-Printed Part_080.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_046.csv,3D-Printed Part_035.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_047.csv,3D-Printed Part_029.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_048.csv,3D-Printed Part_086.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_049.csv,3D-Printed Part_019.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_050.csv,3D-Printed Part_054.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_051.csv,3D-Printed Part_051.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_052.csv,3D-Printed Part_018.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_053.csv,3D-Printed Part_090.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_054.csv,3D-Printed Part_011.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_055.csv,3D-Printed Part_052.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_056.csv,3D-Printed Part_070.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_057.csv,3D-Printed Part_072.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_058.csv,3D-Printed Part_057.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_059.csv,3D-Printed Part_083.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_060.csv,3D-Printed Part_003.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_061.csv,3D-Printed Part_004.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_062.csv,3D-Printed Part_093.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_063.csv,3D-Printed Part_040.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_064.csv,3D-Printed Part_015.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_065.csv,3D-Printed Part_033.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_066.csv,3D-Printed Part_075.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_067.csv,3D-Printed Part_063.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_068.csv,3D-Printed Part_060.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_069.csv,3D-Printed Part_032.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_070.csv,3D-Printed Part_056.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_071.csv,3D-Printed Part_047.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_072.csv,3D-Printed Part_068.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_073.csv,3D-Printed Part_039.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_074.csv,3D-Printed Part_062.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_075.csv,3D-Printed Part_065.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_076.csv,3D-Printed Part_002.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_077.csv,3D-Printed Part_053.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_078.csv,3D-Printed Part_013.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_079.csv,3D-Printed Part_005.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_080.csv,3D-Printed Part_096.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_081.csv,3D-Printed Part_027.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_082.csv,3D-Printed Part_045.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_083.csv,3D-Printed Part_042.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_084.csv,3D-Printed Part_074.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_085.csv,3D-Printed Part_041.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_086.csv,3D-Printed Part_059.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_087.csv,3D-Printed Part_017.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_088.csv,3D-Printed Part_067.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_089.csv,3D-Printed Part_036.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_090.csv,3D-Printed Part_030.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_091.csv,3D-Printed Part_024.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_092.csv,3D-Printed Part_023.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_093.csv,3D-Printed Part_031.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_094.csv,3D-Printed Part_037.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_095.csv,3D-Printed Part_026.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_096.csv,3D-Printed Part_089.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_097.csv,3D-Printed Part_049.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_098.csv,3D-Printed Part_061.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_099.csv,3D-Printed Part_087.csv,"Thumb,Middle,Pinky",20260729
3D-Printed Part,3D-Printed Part_100.csv,3D-Printed Part_055.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_001.csv,Baseball_026.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_002.csv,Baseball_070.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_003.csv,Baseball_010.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_004.csv,Baseball_049.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_005.csv,Baseball_019.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_006.csv,Baseball_015.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_007.csv,Baseball_064.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_008.csv,Baseball_027.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_009.csv,Baseball_081.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_010.csv,Baseball_005.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_011.csv,Baseball_063.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_012.csv,Baseball_080.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_013.csv,Baseball_034.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_014.csv,Baseball_048.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_015.csv,Baseball_082.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_016.csv,Baseball_007.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_017.csv,Baseball_078.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_018.csv,Baseball_001.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_019.csv,Baseball_071.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_020.csv,Baseball_046.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_021.csv,Baseball_045.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_022.csv,Baseball_052.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_023.csv,Baseball_012.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_024.csv,Baseball_040.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_025.csv,Baseball_003.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_026.csv,Baseball_077.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_027.csv,Baseball_059.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_028.csv,Baseball_002.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_029.csv,Baseball_091.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_030.csv,Baseball_038.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_031.csv,Baseball_044.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_032.csv,Baseball_083.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_033.csv,Baseball_066.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_034.csv,Baseball_029.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_035.csv,Baseball_011.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_036.csv,Baseball_031.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_037.csv,Baseball_092.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_038.csv,Baseball_086.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_039.csv,Baseball_028.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_040.csv,Baseball_076.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_041.csv,Baseball_017.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_042.csv,Baseball_020.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_043.csv,Baseball_058.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_044.csv,Baseball_014.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_045.csv,Baseball_096.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_046.csv,Baseball_051.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_047.csv,Baseball_087.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_048.csv,Baseball_004.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_049.csv,Baseball_062.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_050.csv,Baseball_093.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_051.csv,Baseball_074.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_052.csv,Baseball_039.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_053.csv,Baseball_036.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_054.csv,Baseball_016.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_055.csv,Baseball_090.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_056.csv,Baseball_075.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_057.csv,Baseball_041.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_058.csv,Baseball_097.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_059.csv,Baseball_060.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_060.csv,Baseball_013.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_061.csv,Baseball_073.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_062.csv,Baseball_100.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_063.csv,Baseball_021.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_064.csv,Baseball_018.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_065.csv,Baseball_094.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_066.csv,Baseball_098.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_067.csv,Baseball_024.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_068.csv,Baseball_057.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_069.csv,Baseball_068.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_070.csv,Baseball_033.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_071.csv,Baseball_065.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_072.csv,Baseball_025.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_073.csv,Baseball_042.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_074.csv,Baseball_054.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_075.csv,Baseball_032.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_076.csv,Baseball_072.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_077.csv,Baseball_069.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_078.csv,Baseball_056.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_079.csv,Baseball_055.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_080.csv,Baseball_030.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_081.csv,Baseball_095.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_082.csv,Baseball_084.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_083.csv,Baseball_043.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_084.csv,Baseball_006.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_085.csv,Baseball_037.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_086.csv,Baseball_088.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_087.csv,Baseball_050.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_088.csv,Baseball_053.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_089.csv,Baseball_099.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_090.csv,Baseball_047.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_091.csv,Baseball_079.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_092.csv,Baseball_022.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_093.csv,Baseball_035.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_094.csv,Baseball_085.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_095.csv,Baseball_061.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_096.csv,Baseball_067.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_097.csv,Baseball_009.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_098.csv,Baseball_023.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_099.csv,Baseball_089.csv,"Thumb,Middle,Pinky",20260729
Baseball,Baseball_100.csv,Baseball_008.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_001.csv,Bottle_042.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_002.csv,Bottle_085.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_003.csv,Bottle_060.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_004.csv,Bottle_088.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_005.csv,Bottle_006.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_006.csv,Bottle_093.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_007.csv,Bottle_043.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_008.csv,Bottle_066.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_009.csv,Bottle_087.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_010.csv,Bottle_097.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_011.csv,Bottle_056.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_012.csv,Bottle_023.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_013.csv,Bottle_029.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_014.csv,Bottle_001.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_015.csv,Bottle_091.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_016.csv,Bottle_044.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_017.csv,Bottle_055.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_018.csv,Bottle_032.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_019.csv,Bottle_065.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_020.csv,Bottle_004.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_021.csv,Bottle_062.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_022.csv,Bottle_078.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_023.csv,Bottle_053.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_024.csv,Bottle_015.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_025.csv,Bottle_050.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_026.csv,Bottle_027.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_027.csv,Bottle_089.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_028.csv,Bottle_033.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_029.csv,Bottle_081.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_030.csv,Bottle_079.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_031.csv,Bottle_025.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_032.csv,Bottle_051.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_033.csv,Bottle_067.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_034.csv,Bottle_022.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_035.csv,Bottle_024.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_036.csv,Bottle_054.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_037.csv,Bottle_075.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_038.csv,Bottle_016.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_039.csv,Bottle_068.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_040.csv,Bottle_049.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_041.csv,Bottle_061.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_042.csv,Bottle_003.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_043.csv,Bottle_026.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_044.csv,Bottle_099.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_045.csv,Bottle_095.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_046.csv,Bottle_013.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_047.csv,Bottle_034.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_048.csv,Bottle_073.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_049.csv,Bottle_009.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_050.csv,Bottle_082.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_051.csv,Bottle_048.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_052.csv,Bottle_037.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_053.csv,Bottle_080.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_054.csv,Bottle_017.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_055.csv,Bottle_011.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_056.csv,Bottle_046.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_057.csv,Bottle_100.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_058.csv,Bottle_021.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_059.csv,Bottle_098.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_060.csv,Bottle_018.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_061.csv,Bottle_083.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_062.csv,Bottle_086.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_063.csv,Bottle_041.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_064.csv,Bottle_070.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_065.csv,Bottle_036.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_066.csv,Bottle_012.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_067.csv,Bottle_039.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_068.csv,Bottle_077.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_069.csv,Bottle_052.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_070.csv,Bottle_020.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_071.csv,Bottle_090.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_072.csv,Bottle_014.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_073.csv,Bottle_069.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_074.csv,Bottle_059.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_075.csv,Bottle_002.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_076.csv,Bottle_064.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_077.csv,Bottle_094.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_078.csv,Bottle_008.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_079.csv,Bottle_063.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_080.csv,Bottle_074.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_081.csv,Bottle_058.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_082.csv,Bottle_045.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_083.csv,Bottle_092.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_084.csv,Bottle_040.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_085.csv,Bottle_038.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_086.csv,Bottle_047.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_087.csv,Bottle_084.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_088.csv,Bottle_071.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_089.csv,Bottle_030.csv,"Thumb,Middle,Pinky",20260729
Bottle,Bottle_090.csv,Bottle_035.csv,"Thumb,Middle,Pinky",20260729
